id,donor,donor_short,canonical_key,aliases,donor_category,website,ngo_eligible,for_profit_eligible,direct_local_org_eligible,govt_or_ccm_route_required,grant_route,procurement_tender_route,loan_dev_finance_route,subrecipient_partner_possible,open_call_unsolicited,invitation_solicited,two_stage_application,online_portal_submission,active_route_status,funding_scope_geographic,lmic_africa_focus,global_multi_country_scope,priority_program_areas,infectious_diseases_fit,hiv_aids_fit,tb_fit,malaria_fit,immunization_vaccines_fit,mnch_fit,srhr_family_planning_fit,nutrition_fit,ncds_fit,hss_fit,digital_health_data_ai_fit,education_fit,economic_development_fit,climate_environment_fit,agriculture_food_security_fit,governance_equity_rights_fit,local_registration_required,local_board_required,authorized_signatory_signoff_required,govt_endorsement_letter_required,tax_exempt_status_required,sam_uei_registration_required,prior_track_record_required,partnership_mandatory,local_partner_required,prefinance_required,cost_sharing_match_required,audited_financials_required,ethics_irb_approval_required,concept_note_required,full_technical_proposal_required,detailed_budget_required,budget_narrative_required,logframe_results_framework_required,theory_of_change_required,workplan_timeline_required,mande_plan_required,cvs_key_personnel_required,org_capacity_statement_required,letters_of_support_required,partner_mou_required,registration_certificate_required,bank_details_required,due_diligence_questionnaire_required,safeguarding_policy_required,data_management_plan_required,risk_management_plan_required,sustainability_exit_plan_required,gender_inclusion_plan_required,environmental_safeguard_required,procurement_plan_required,org_chart_staffing_required,audit_report_required,references_required,award_low_usd,award_high_usd,total_annual_funding_global,funding_mechanism,verification_level,verification_caveats,evidence_summary,notes,source_urls,updated_at,hq_address,hq_country,main_phone,general_email,contact_persons,contact_emails,contact_phones,donor_linkedin_url,contact_linkedin_urls,other_profile_urls,award_size_basis,online_source_check_status,last_checked,row_type,summary_description,mission,vision,donor_values,strategy_url,total_awards,total_funding_to_date,current_awards,past_awards,projected_budget,funding_cycle,recent_activity,application_process,reporting_requirements,past_projects_json,funded_geographies,projected_budget_period,founded,parent_organization,strategic_priorities,in_scope,out_of_scope,selection_criteria,funding_programs,funding_tiers_json,eligibility_notes,application_deadlines,submission_portal_url,strategic_fit_notes,gaps_risks,recommended_approach,program_area_ratings,funders_collaborators,independent_entity_required,welcome_registration_required,hq_country_required,org_stage_required,max_annual_budget_usd,min_track_record_usd,required_partner_type,required_partner_country,max_request_pct_of_budget,min_cofinancing_secured_pct,donor_type,is_dual_role_implementer,opportunity_listing_urls
,Mondelez International Foundation,,mondelez international foundation,Mondelez International Foundation,Private sector / corporate,https://www.mondelezinternational.com/social-impact/community/mondelez-international-foundation,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Digital Health (+AI)"",""Youth Empowerment"",""Emergency Response"",""Nutrition""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.mondelezinternational.com/social-impact/community/mondelez-international-foundation,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Health; Humanitarian Aid & Crisis Response; youth; nutrition; fresh food access,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Youth Empowerment"":4,""Emergency Response"":4,""Nutrition"":4}",,,,,,,,,,,,Private Sector / Corporate Foundation,no,
,MTN Foundation,,mtn foundation,MTN Foundation,Private sector / corporate,https://www.mtn.com/sustainability/mtn-foundation/,,,,,,,,,,,,,Unknown,"[""Sub-Saharan Africa""]",,,"[""Digital Health (+AI)"",""Basic Education""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.mtn.com/sustainability/mtn-foundation/,2026-06-24T00:00:00+01:00,,South Africa,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Health; Technology for Development,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Basic Education"":4}",,,,,,,,,,,,Private Sector / Corporate Foundation,no,
,Nestlé Foundation,,nestlé foundation,Nestlé Foundation,Private sector / corporate,https://www.nestlefoundation.org,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Research"",""Nutrition""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.nestlefoundation.org,2026-06-24T00:00:00+01:00,,Switzerland,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Health; nutrition research; capacity building in low-income countries,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Research"":4,""Nutrition"":4}",,,,,,,,,,,,Private Sector / Corporate Foundation,no,
,Oak Foundation,,oak foundation,Oak Foundation,International philanthropies & foundations,https://oakfnd.org,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Social Protection"",""Climate Adaptation & Resilience"",""Human Rights & Justice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://oakfnd.org,2026-06-24T00:00:00+01:00,,Switzerland,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Environment & Climate Change; Social Protection & Human Rights,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Social Protection"":4,""Climate Adaptation & Resilience"":4,""Human Rights & Justice"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
,Orange Foundation,,orange foundation,Orange Foundation,Private sector / corporate,https://www.fondationorange.com,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Digital Health (+AI)"",""Financial Inclusion"",""Basic Education""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.fondationorange.com,2026-06-24T00:00:00+01:00,,France,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Technology for Development,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Financial Inclusion"":4,""Basic Education"":4}",,,,,,,,,,,,Private Sector / Corporate Foundation,no,
,Oxfam International,,oxfam international,Oxfam International,International philanthropies & foundations,https://www.oxfam.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Digital Health (+AI)"",""Financial Inclusion"",""Social Protection"",""Gender Equality & GBV"",""Human Rights & Justice"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.oxfam.org,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Gender Equality & Women’s Empowerment; Humanitarian Aid & Crisis Response; Social Protection & Human Rights,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Financial Inclusion"":4,""Social Protection"":4,""Gender Equality & GBV"":4,""Human Rights & Justice"":4,""Emergency Response"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,People in Need,,people in need,People in Need,International philanthropies & foundations,https://www.peopleinneed.net,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Digital Health (+AI)"",""Social Protection"",""Basic Education"",""Climate Adaptation & Resilience"",""Human Rights & Justice"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.peopleinneed.net,2026-06-24T00:00:00+01:00,,Czech Republic,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Environment & Climate Change; Humanitarian Aid & Crisis Response; Social Protection & Human Rights; WASH,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Social Protection"":4,""Basic Education"":4,""Climate Adaptation & Resilience"":4,""Human Rights & Justice"":4,""Emergency Response"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,PepsiCo Foundation,,pepsico foundation,PepsiCo Foundation,International philanthropies & foundations,https://www.pepsico.com/our-impact/esg-topics-a-z/pepsico-foundation,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Food Security & Resilience"",""Financial Inclusion"",""Basic Education"",""Hygiene"",""Safe Water"",""Sanitation""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.pepsico.com/our-impact/esg-topics-a-z/pepsico-foundation,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Water Sanitation & Hygiene; food security,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":4,""Financial Inclusion"":4,""Basic Education"":4,""Hygiene"":4,""Safe Water"":4,""Sanitation"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
,Plan International,,plan international,Plan International,International philanthropies & foundations,https://plan-international.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Financial Inclusion"",""Basic Education"",""Gender Equality & GBV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://plan-international.org,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Gender Equality & Women’s Empowerment; child rights,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Financial Inclusion"":4,""Basic Education"":4,""Gender Equality & GBV"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,Porticus,,porticus,Porticus,International philanthropies & foundations,https://www.porticus.com,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Financial Inclusion"",""Social Protection"",""Basic Education"",""Climate Adaptation & Resilience"",""Human Rights & Justice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.porticus.com,2026-06-24T00:00:00+01:00,,Netherlands,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Environment & Climate Change; Social Protection & Human Rights,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Financial Inclusion"":4,""Social Protection"":4,""Basic Education"":4,""Climate Adaptation & Resilience"":4,""Human Rights & Justice"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
,Prudence Foundation,,prudence foundation,Prudence Foundation,Private sector / corporate,https://www.prudentialplc.com/en/sustainability/prudence-foundation,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Climate & Health"",""Basic Education"",""Climate Adaptation & Resilience""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.prudentialplc.com/en/sustainability/prudence-foundation,2026-06-24T00:00:00+01:00,,Hong Kong,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Environment & Climate Change; Health; financial education; climate and health resilience,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Climate & Health"":4,""Basic Education"":4,""Climate Adaptation & Resilience"":4}",,,,,,,,,,,,Private Sector / Corporate Foundation,no,
,Save the Children,SCI,save the children,Save the Children; Save the Children International; Save the Children US,International philanthropies & foundations,https://www.savethechildren.net,yes,yes,Yes — via competitive RFP / invited proposal,,,yes,,,,,,,Active,"[""Africa"",""Global""]",,,"[""Food Security & Resilience"",""Digital Health (+AI)"",""Social Protection"",""Basic Education"",""Human Rights & Justice"",""Emergency Response"",""MNCH"",""Nutrition""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://www.savethechildren.net; https://www.savethechildren.net/tenders; https://www.savethechildren.org/us/about-us/contact-us/rfp,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Food Security & Nutrition; Health; Humanitarian Aid & Crisis Response; Social Protection & Human Rights,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":4,""Digital Health (+AI)"":4,""Social Protection"":4,""Basic Education"":4,""Human Rights & Justice"":4,""Emergency Response"":4,""MNCH"":4,""Nutrition"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,https://www.savethechildren.net/tenders|https://www.savethechildren.org/us/about-us/contact-us/rfp
,Segal Family Foundation,SFF,segal family foundation,Segal Family Foundation; SFF,International philanthropies & foundations,https://www.segalfamilyfoundation.org,,,,,,,,,,,,,Unknown,"[""Sub-Saharan Africa""]",,,"[""Basic Education"",""Youth Empowerment""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.segalfamilyfoundation.org,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Health; Youth,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Basic Education"":4,""Youth Empowerment"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
,Sigrid Rausing Trust,,sigrid rausing trust,Sigrid Rausing Trust,International philanthropies & foundations,https://www.sigrid-rausing-trust.org,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Social Protection"",""Human Rights & Justice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.sigrid-rausing-trust.org,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Social Protection & Human Rights,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Social Protection"":4,""Human Rights & Justice"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
,Sonatel Foundation,,sonatel foundation,Sonatel Foundation,Private sector / corporate,https://fondationsonatel.com,,,,,,,,,,,,,Unknown,"[""West Africa""]",,,"[""Basic Education"",""Youth Empowerment""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://fondationsonatel.com,2026-06-24T00:00:00+01:00,,Senegal,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Health; Youth,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Basic Education"":4,""Youth Empowerment"":4}",,,,,,,,,,,,Private Sector / Corporate Foundation,no,
,Terre des Hommes,TdH,terre des hommes,Terre des Hommes; TdH,International philanthropies & foundations,https://www.tdh.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Financial Inclusion"",""Basic Education"",""Gender Equality & GBV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.tdh.org,2026-06-24T00:00:00+01:00,,Switzerland,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Gender Equality & Women’s Empowerment; child protection,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Financial Inclusion"":4,""Basic Education"":4,""Gender Equality & GBV"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,The Elders Foundation,,the elders foundation,The Elders Foundation,International philanthropies & foundations,https://theelders.org,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Social Protection"",""Democracy & Civic Participation"",""Human Rights & Justice"",""Peace & Conflict""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://theelders.org,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Governance & Civic Participation; Social Protection & Human Rights; peace,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Social Protection"":4,""Democracy & Civic Participation"":4,""Human Rights & Justice"":4,""Peace & Conflict"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
,International Union for Conservation of Nature,IUCN,international union for conservation of nature,International Union for Conservation of Nature; IUCN,International philanthropies & foundations,https://www.iucn.org,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Biodiversity & Conservation"",""Climate Adaptation & Resilience""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.iucn.org,2026-06-24T00:00:00+01:00,,Switzerland,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Environment & Climate Change; biodiversity; conservation,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Biodiversity & Conservation"":4,""Climate Adaptation & Resilience"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,Unilever Foundation,,unilever foundation,Unilever Foundation,Private sector / corporate,https://www.unilever.com/planet-and-society/,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Climate Adaptation & Resilience"",""Hygiene"",""Safe Water"",""Sanitation"",""Nutrition""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.unilever.com/planet-and-society/,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Environment & Climate Change; Health; Water Sanitation & Hygiene; nutrition,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Climate Adaptation & Resilience"":4,""Hygiene"":4,""Safe Water"":4,""Sanitation"":4,""Nutrition"":4}",,,,,,,,,,,,Private Sector / Corporate Foundation,no,
,Visa Foundation,,visa foundation,Visa Foundation,International philanthropies & foundations,https://usa.visa.com/about-visa/visa-foundation.html,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Digital Health (+AI)"",""Financial Inclusion"",""MSME & Entrepreneurship"",""Gender Equality & GBV"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://usa.visa.com/about-visa/visa-foundation.html,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Gender Equality & Women’s Empowerment; Humanitarian Aid & Crisis Response; women-led small businesses,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Financial Inclusion"":4,""MSME & Entrepreneurship"":4,""Gender Equality & GBV"":4,""Emergency Response"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
